Model:	LI-7820
SN:	TG20-01377
Software Version:	2.3.8
Timestamp:	2025-10-16 08:50:41
Timezone:	Etc/UTC
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	REMARK	DATE	TIME	H2O	N2O	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATA	1760623915	390539884	192762	0	"ANDA1-WR2_1"	2025-10-16	14:11:55	182.16483	1.6926965	39.6511	55.001	27.9887	39.7714	0.000539294	37.6749	54.5005	18.9	0.0446561	24.2119	234
DATA	1760623916	390539884	192772	0	"ANDA1-WR2_1"	2025-10-16	14:11:56	179.02689	1.617655	39.6508	55.001	27.9899	39.7714	0.00053893	37.6732	54.5005	-14.6	0.0446561	24.2113	166
DATA	1760623917	390414953	192782	0	"ANDA1-WR2_1"	2025-10-16	14:11:57	176.56914	1.6251923	39.6509	55.001	27.9885	39.7714	0.000538714	37.6747	54.5005	1.9	0.0446561	24.2115	159
DATA	1760623918	390414953	192792	0	"ANDA1-WR2_1"	2025-10-16	14:11:58	174.29173	1.5579021	39.6504	55.001	27.9899	39.7714	0.000539582	37.6732	54.5005	-20.6	0.0446561	24.2116	248
DATA	1760623919	390414953	192802	0	"ANDA1-WR2_1"	2025-10-16	14:11:59	171.96167	1.6479985	39.6508	55.001	27.9882	39.7714	0.00053992	37.6757	54.5005	-15.4	0.0446561	24.2126	219
DATA	1760623920	390304088	192812	0	"ANDA1-WR2_1"	2025-10-16	14:12:00	169.95381	1.5710655	39.6511	55.001	27.9871	39.7714	0.000540133	37.6777	54.5005	22.5	0.0446561	24.2122	161
DATA	1760623921	390304088	192822	0	"ANDA1-WR2_1"	2025-10-16	14:12:01	168.39803	1.5560226	39.6514	55.001	27.988	39.7714	0.000539615	37.677	54.5005	-18.6	0.0446561	24.2126	125
DATA	1760623922	390304088	192832	0	"ANDA1-WR2_1"	2025-10-16	14:12:02	166.63515	1.657994	39.6506	55.001	27.9871	39.7714	0.000539411	37.6762	54.5005	0.1	0.0446561	24.2122	 70
DATA	1760623923	390188932	192842	0	"ANDA1-WR2_1"	2025-10-16	14:12:03	165.57996	1.5763022	39.6511	55.001	27.9872	39.7714	0.000539631	37.6768	54.5005	45.2	0.0446561	24.2116	197
DATA	1760623924	390188932	192852	0	"ANDA1-WR2_1"	2025-10-16	14:12:04	164.10797	1.5123925	39.6509	55.001	27.9885	39.7714	0.000538995	37.6757	54.5005	7.3	0.0446561	24.2119	164
DATA	1760623925	390188932	192862	0	"ANDA1-WR2_1"	2025-10-16	14:12:05	162.83604	1.5019668	39.6504	55.001	27.9894	39.7714	0.00053989	37.6742	54.5005	-38	0.0446561	24.2119	106
DATA	1760623926	390082836	192872	0	"ANDA1-WR2_1"	2025-10-16	14:12:06	161.94562	1.6257846	39.6509	55.001	27.9897	39.7714	0.000538117	37.6746	54.5005	-9.9	0.0446561	24.2119	216
DATA	1760623927	390082836	192882	0	"ANDA1-WR2_1"	2025-10-16	14:12:07	160.78027	1.5609198	39.6511	55.001	27.9882	39.7714	0.000540011	37.6757	54.5005	21.6	0.0446561	24.2119	185
DATA	1760623928	390082836	192892	0	"ANDA1-WR2_1"	2025-10-16	14:12:08	159.77087	1.605301	39.6509	55.001	27.9889	39.7714	0.000539541	37.6752	54.5005	10.2	0.0446561	24.2124	145
DATA	1760623929	389970064	192902	0	"ANDA1-WR2_1"	2025-10-16	14:12:09	159.03763	1.5937866	39.6514	55.001	27.9894	39.7714	0.000538322	37.6759	54.5005	-9.3	0.0446561	24.2127	217
DATA	1760623930	389970064	192912	0	"ANDA1-WR2_1"	2025-10-16	14:12:10	158.00346	1.6369946	39.6509	55.001	27.9877	39.7714	0.000538763	37.6773	54.5005	3.4	0.0446561	24.2126	153
DATA	1760623931	389970064	192922	0	"ANDA1-WR2_1"	2025-10-16	14:12:11	157.44479	1.6056696	39.6518	55.001	27.988	39.7714	0.000539077	37.676	54.5005	10.4	0.0446561	24.2119	106
DATA	1760623932	389851093	192932	0	"ANDA1-WR2_1"	2025-10-16	14:12:12	156.99084	1.6475548	39.6516	55.001	27.9856	39.7714	0.000541044	37.6783	54.5005	24	0.0446561	24.2119	107
DATA	1760623933	389851093	192942	0	"ANDA1-WR2_1"	2025-10-16	14:12:13	156.01968	1.5564739	39.6508	55.001	27.9871	39.7714	0.000539003	37.6771	54.5005	20.9	0.0446561	24.2115	196
DATA	1760623934	389851093	192952	0	"ANDA1-WR2_1"	2025-10-16	14:12:14	155.82024	1.6232362	39.6511	55.001	27.9892	39.7714	0.000539143	37.6753	54.5005	12.1	0.0446561	24.2119	174
DATA	1760623935	389737129	192962	0	"ANDA1-WR2_1"	2025-10-16	14:12:15	154.91359	1.6221932	39.6506	55.001	27.9867	39.7714	0.000539386	37.6787	54.5005	-32.7	0.0446561	24.2116	  7
DATA	1760623936	389737129	192972	0	"ANDA1-WR2_1"	2025-10-16	14:12:16	154.76532	1.5873616	39.6508	55.001	27.9866	39.7714	0.000539188	37.6769	54.5005	2.1	0.0446561	24.2129	176
DATA	1760623937	389737129	192982	0	"ANDA1-WR2_1"	2025-10-16	14:12:17	154.24123	1.6332757	39.6501	55.001	27.99	39.7714	0.000538743	37.6733	54.5005	-14.5	0.0446561	24.2122	131
DATA	1760623938	389625072	192992	0	"ANDA1-WR2_1"	2025-10-16	14:12:18	153.52847	1.5602787	39.6508	55.001	27.9889	39.7714	0.000538611	37.6756	54.5005	-25.2	0.0446561	24.2126	  7
DATA	1760623939	389625072	193002	0	"ANDA1-WR2_1"	2025-10-16	14:12:19	153.13734	1.5983363	39.6518	55.001	27.9902	39.7714	0.000540149	37.6745	54.5005	-21.4	0.0446561	24.2119	226
DATA	1760623940	389625072	193012	0	"ANDA1-WR2_1"	2025-10-16	14:12:20	152.8316	1.523029	39.6514	55.001	27.9885	39.7714	0.000539324	37.6758	54.5005	-3.1	0.0446561	24.2118	 59
DATA	1760623941	389523029	193022	0	"ANDA1-WR2_1"	2025-10-16	14:12:21	152.45036	1.537883	39.6506	55.001	27.9876	39.7714	0.000539164	37.678	54.5005	-1.3	0.0446561	24.2118	 72
DATA	1760623942	389523029	193032	0	"ANDA1-WR2_1"	2025-10-16	14:12:22	152.2513	1.6458558	39.6509	55.001	27.9897	39.7714	0.000538068	37.6784	54.5005	-16.4	0.0446561	24.2116	188
DATA	1760623943	389523029	193042	0	"ANDA1-WR2_1"	2025-10-16	14:12:23	151.67117	1.5451944	39.6516	55.001	27.9869	39.7714	0.000538643	37.6772	54.5005	11.5	0.0446561	24.2121	180
DATA	1760623944	389399051	193052	0	""	2025-10-16	14:12:24	151.61951	1.5560381	39.6513	55.001	27.9884	39.7714	0.000538669	37.6767	54.5005	15	0.0446561	24.2118	137
DATA	1760623945	389399051	193062	0	""	2025-10-16	14:12:25	150.82822	1.6585211	39.6503	55.001	27.9887	39.7714	0.000539225	37.6767	54.5005	-16.1	0.0446561	24.2119	 16
DATA	1760623946	389399051	193072	0	""	2025-10-16	14:12:26	150.46922	1.5561336	39.6508	55.001	27.9876	39.7714	0.000539718	37.6778	54.5005	63.5	0.0446561	24.2127	249
DATA	1760623947	389286041	193082	0	""	2025-10-16	14:12:27	150.32274	1.556899	39.6511	55.001	27.9882	39.7714	0.000539459	37.6764	54.5005	-36.4	0.0446561	24.2122	233
DATA	1760623948	389286041	193092	0	""	2025-10-16	14:12:28	149.8213	1.5715029	39.6509	55.001	27.9874	39.7714	0.000540202	37.6787	54.5005	0.8	0.0446561	24.2121	119
DATA	1760623949	389286041	193102	0	""	2025-10-16	14:12:29	149.79692	1.5167065	39.6509	55.001	27.9869	39.7714	0.000538985	37.6786	54.5005	11.3	0.0446561	24.2122	255
DATA	1760623950	389182090	193112	0	""	2025-10-16	14:12:30	149.24232	1.5636348	39.6506	55.001	27.9894	39.7714	0.000537846	37.6742	54.5005	-7.8	0.0446561	24.2115	215
DATA	1760623951	389182090	193122	0	""	2025-10-16	14:12:31	149.04407	1.5741211	39.6509	55.001	27.9869	39.7714	0.000539568	37.6761	54.5005	5	0.0446561	24.2115	 66
DATA	1760623952	389182090	193132	0	""	2025-10-16	14:12:32	148.386	1.5623689	39.6511	55.001	27.9879	39.7714	0.000539633	37.6769	54.5005	14.9	0.0446561	24.2118	141
DATA	1760623953	389065027	193142	0	""	2025-10-16	14:12:33	148.44339	1.6051712	39.6513	55.001	27.9882	39.7714	0.000538162	37.6759	54.5005	10.1	0.0446561	24.2122	203
DATA	1760623954	389065027	193152	0	""	2025-10-16	14:12:34	148.46497	1.5461665	39.6509	55.001	27.989	39.7714	0.000538162	37.6744	54.5005	-23.3	0.0446561	24.2129	232
DATA	1760623955	389065027	193162	0	""	2025-10-16	14:12:35	147.9305	1.5670214	39.6506	55.001	27.9862	39.7714	0.000540116	37.6761	54.5005	-38.8	0.0446561	24.2126	208
DATA	1760623956	388947963	193172	0	""	2025-10-16	14:12:36	147.89807	1.4845698	39.6508	55.001	27.9867	39.7714	0.000538747	37.6768	54.5005	15.6	0.0446561	24.2116	 32
DATA	1760623957	388947963	193182	0	""	2025-10-16	14:12:37	147.8015	1.6111107	39.6503	55.001	27.9885	39.7714	0.000538916	37.6763	54.5005	16.5	0.0446561	24.2118	188
DATA	1760623958	388947963	193192	0	""	2025-10-16	14:12:38	147.39099	1.64916	39.6504	55.001	27.9884	39.7714	0.000539598	37.6751	54.5005	-54.4	0.0446561	24.2115	215
DATA	1760623959	388843059	193202	0	""	2025-10-16	14:12:39	147.08246	1.5173478	39.6513	55.001	27.9877	39.7714	0.000539158	37.6781	54.5005	10.8	0.0446561	24.2122	241
DATA	1760623960	388843059	193212	0	""	2025-10-16	14:12:40	147.03802	1.5062007	39.6506	55.001	27.9864	39.7714	0.000539908	37.6783	54.5007	7.9	0.0446561	24.2119	174
DATA	1760623961	388843059	193222	0	""	2025-10-16	14:12:41	146.88416	1.6799052	39.6508	55.001	27.9885	39.7714	0.000537972	37.6765	54.5005	19.2	0.0446561	24.2118	253
DATA	1760623962	388720989	193232	0	""	2025-10-16	14:12:42	146.30775	1.555407	39.6506	55.001	27.9884	39.7714	0.000539431	37.675	54.5005	-5.9	0.0446561	24.2118	131
DATA	1760623963	388720989	193242	0	""	2025-10-16	14:12:43	146.45685	1.4791636	39.6506	55.001	27.9872	39.7714	0.000540225	37.6771	54.5005	-18.4	0.0446561	24.2118	 30
DATA	1760623964	388720989	193252	0	""	2025-10-16	14:12:44	146.26286	1.5489025	39.6504	55.001	27.9867	39.7714	0.00053919	37.6784	54.5007	23.6	0.0446561	24.2118	204
DATA	1760623965	388612985	193262	0	""	2025-10-16	14:12:45	146.11107	1.4837675	39.6508	55.001	27.9879	39.7714	0.000538258	37.6756	54.5009	-30.8	0.0446561	24.2122	 40
DATA	1760623966	388612985	193272	0	""	2025-10-16	14:12:46	145.80219	1.4958003	39.6506	55.001	27.9864	39.7714	0.000539692	37.6772	54.5008	21.8	0.0446561	24.2129	251
DATA	1760623967	388612985	193282	0	""	2025-10-16	14:12:47	145.59145	1.5527096	39.6506	55.001	27.9849	39.7714	0.000539267	37.6799	54.5011	34.8	0.0446561	24.2129	 15
DATA	1760623968	388498067	193292	0	""	2025-10-16	14:12:48	145.42004	1.5006541	39.6511	55.001	27.9859	39.7714	0.000540444	37.6788	54.5007	46.9	0.0446561	24.2126	240
DATA	1760623969	388498067	193302	0	""	2025-10-16	14:12:49	145.16672	1.5177517	39.6509	55.001	27.9861	39.7714	0.000537448	37.676	54.5005	2.4	0.0446561	24.2122	143
DATA	1760623970	388498067	193312	0	""	2025-10-16	14:12:50	145.51634	1.5414054	39.6509	55.001	27.9866	39.7714	0.000538665	37.6758	54.5005	-15.1	0.0446561	24.2126	 19
DATA	1760623971	388384103	193322	0	""	2025-10-16	14:12:51	145.29343	1.5287405	39.6513	55.001	27.9876	39.7714	0.000540183	37.6741	54.5005	2.6	0.0446561	24.2126	157
DATA	1760623972	388384103	193332	0	""	2025-10-16	14:12:52	145.07336	1.6345708	39.6504	55.001	27.9872	39.7714	0.000539302	37.6751	54.5005	2.8	0.0446561	24.2124	158
DATA	1760623973	388384103	193342	0	""	2025-10-16	14:12:53	145.04327	1.5895075	39.6516	55.001	27.9885	39.7714	0.000539573	37.6734	54.5005	-39.3	0.0446561	24.2121	 21
DATA	1760623974	388278007	193352	0	""	2025-10-16	14:12:54	145.02731	1.6066231	39.6503	55.001	27.9876	39.7714	0.000540545	37.6776	54.5005	-6	0.0446561	24.2118	115
DATA	1760623975	388278007	193362	0	""	2025-10-16	14:12:55	144.45312	1.5960779	39.6508	55.001	27.9854	39.7714	0.00054091	37.6787	54.5005	21.9	0.0446561	24.2118	192
DATA	1760623976	388278007	193372	0	""	2025-10-16	14:12:56	144.60454	1.5849369	39.6508	55.001	27.9857	39.7714	0.000541467	37.6792	54.5005	25	0.0446561	24.2118	156
DATA	1760623977	388160943	193382	0	""	2025-10-16	14:12:57	144.22301	1.5436596	39.6513	55.001	27.9857	39.7714	0.000540102	37.6784	54.5005	-19.9	0.0446561	24.2122	 13
DATA	1760623978	388160943	193392	0	""	2025-10-16	14:12:58	144.32661	1.6197584	39.6514	55.001	27.9859	39.7714	0.00054003	37.6781	54.5005	10.9	0.0446561	24.2121	181
DATA	1760623979	388160943	193402	0	"ANDA1-WR3_1"	2025-10-16	14:12:59	143.75391	1.5923198	39.6508	55.001	27.9877	39.7714	0.000539432	37.6756	54.5005	13.2	0.0446561	24.2118	213
DATA	1760623980	388047933	193412	0	"ANDA1-WR3_1"	2025-10-16	14:13:00	143.95351	1.5304258	39.6503	55.001	27.9866	39.7714	0.000540152	37.6764	54.5005	-4.7	0.0446561	24.2122	164
DATA	1760623981	388047933	193422	0	"ANDA1-WR3_1"	2025-10-16	14:13:01	143.52158	1.6406237	39.6513	55.001	27.9849	39.7714	0.000540175	37.6784	54.5005	-15.3	0.0446561	24.2129	228
DATA	1760623982	388047933	193432	0	"ANDA1-WR3_1"	2025-10-16	14:13:02	143.48055	1.5371766	39.6494	55.001	27.9836	39.7714	0.000540619	37.6816	54.5005	36.3	0.0446561	24.2119	199
DATA	1760623983	387935161	193442	0	"ANDA1-WR3_1"	2025-10-16	14:13:03	143.54659	1.5583267	39.6508	55.001	27.9839	39.7714	0.000541102	37.6804	54.5005	43.9	0.0446561	24.2115	192
DATA	1760623984	387935161	193452	0	"ANDA1-WR3_1"	2025-10-16	14:13:04	143.32292	1.5763453	39.6501	55.001	27.9871	39.7714	0.00054011	37.6765	54.5005	12.6	0.0446561	24.2119	123
DATA	1760623985	387935161	193462	0	"ANDA1-WR3_1"	2025-10-16	14:13:05	143.23112	1.6323825	39.6509	55.001	27.9882	39.7714	0.000538778	37.6759	54.5005	-47.4	0.0446561	24.2116	249
DATA	1760623986	387819051	193472	0	"ANDA1-WR3_1"	2025-10-16	14:13:06	143.00508	1.6036688	39.6511	55.001	27.9857	39.7714	0.000539812	37.6775	54.5005	43.7	0.0446561	24.2116	200
DATA	1760623987	387819051	193482	0	"ANDA1-WR3_1"	2025-10-16	14:13:07	142.75027	1.5695635	39.6499	55.001	27.9871	39.7714	0.000538807	37.6753	54.5005	-8.7	0.0446561	24.2127	222
DATA	1760623988	387819051	193492	0	"ANDA1-WR3_1"	2025-10-16	14:13:08	142.61566	1.4740856	39.6506	55.001	27.9859	39.7714	0.000537963	37.6786	54.5005	-6	0.0446561	24.2126	122
DATA	1760623989	387707948	193502	0	"ANDA1-WR3_1"	2025-10-16	14:13:09	142.33791	1.5735576	39.6508	55.001	27.9867	39.7714	0.000539363	37.6789	54.5005	-20.2	0.0446561	24.2126	 14
DATA	1760623990	387707948	193512	0	"ANDA1-WR3_1"	2025-10-16	14:13:10	142.36569	1.5614676	39.6513	55.001	27.9871	39.7714	0.000538342	37.6768	54.5005	7	0.0446561	24.2122	 54
DATA	1760623991	387707948	193522	0	"ANDA1-WR3_1"	2025-10-16	14:13:11	142.17804	1.5944986	39.6506	55.001	27.9867	39.7714	0.000538801	37.6759	54.5005	-57.1	0.0446561	24.2119	  8
DATA	1760623992	387602090	193532	0	"ANDA1-WR3_1"	2025-10-16	14:13:12	142.41965	1.5076197	39.6508	55.001	27.9851	39.7714	0.000538902	37.6789	54.5005	11.1	0.0446561	24.2116	186
DATA	1760623993	387602090	193542	0	"ANDA1-WR3_1"	2025-10-16	14:13:13	142.20953	1.5277207	39.6509	55.001	27.9839	39.7714	0.000538538	37.6794	54.5005	8.7	0.0446561	24.2115	149
DATA	1760623994	387602090	193552	0	"ANDA1-WR3_1"	2025-10-16	14:13:14	142.0648	1.4106611	39.6514	55.001	27.9846	39.7714	0.000539414	37.6793	54.5005	32.3	0.0446561	24.2118	123
DATA	1760623995	387483119	193562	0	"ANDA1-WR3_1"	2025-10-16	14:13:15	142.23549	1.5337251	39.6508	55.001	27.9861	39.7714	0.000538766	37.6764	54.5005	2.8	0.0446561	24.2121	150
DATA	1760623996	387483119	193572	0	"ANDA1-WR3_1"	2025-10-16	14:13:16	141.91417	1.4947685	39.6511	55.001	27.9856	39.7714	0.00053892	37.678	54.5005	40	0.0446561	24.2124	 11
DATA	1760623997	387483119	193582	0	"ANDA1-WR3_1"	2025-10-16	14:13:17	141.59537	1.5023937	39.6514	55.001	27.9862	39.7714	0.000538949	37.6761	54.5005	0.5	0.0446561	24.2126	162
DATA	1760623998	387371063	193592	0	"ANDA1-WR3_1"	2025-10-16	14:13:18	141.59386	1.4748218	39.6511	55.001	27.9856	39.7714	0.000538447	37.6769	54.5005	3.1	0.0446561	24.2126	166
DATA	1760623999	387371063	193602	0	"ANDA1-WR3_1"	2025-10-16	14:13:19	141.79959	1.4748878	39.6498	55.001	27.9843	39.7714	0.000538876	37.6784	54.5005	46.9	0.0446561	24.2121	251
DATA	1760624000	387371063	193612	0	"ANDA1-WR3_1"	2025-10-16	14:13:20	141.19827	1.4765033	39.6503	55.001	27.9864	39.7714	0.000538308	37.6749	54.5005	2.2	0.0446561	24.2116	110
DATA	1760624001	387261867	193622	0	"ANDA1-WR3_1"	2025-10-16	14:13:21	141.40121	1.5703055	39.6504	55.001	27.9867	39.7714	0.00053878	37.6751	54.5005	-31.6	0.0446561	24.2118	155
DATA	1760624002	387261867	193632	0	"ANDA1-WR3_1"	2025-10-16	14:13:22	141.31877	1.5211838	39.6513	55.001	27.9852	39.7714	0.000538819	37.6797	54.5005	-0.1	0.0446561	24.2118	177
DATA	1760624003	387261867	193642	0	"ANDA1-WR3_1"	2025-10-16	14:13:23	141.19237	1.524685	39.6508	55.001	27.9846	39.7714	0.000539266	37.6786	54.5005	11	0.0446561	24.2121	 36
DATA	1760624004	387143135	193652	0	"ANDA1-WR3_1"	2025-10-16	14:13:24	141.44705	1.6323525	39.6511	55.001	27.9874	39.7714	0.000539777	37.6764	54.5005	26.4	0.0446561	24.2126	175
DATA	1760624005	387143135	193662	0	"ANDA1-WR3_1"	2025-10-16	14:13:25	141.20657	1.6119652	39.6508	55.001	27.9892	39.7714	0.000538161	37.6734	54.5005	-27.1	0.0446561	24.2126	214
DATA	1760624006	387143135	193672	0	"ANDA1-WR3_1"	2025-10-16	14:13:26	140.99739	1.6152527	39.6506	55.001	27.9871	39.7714	0.000539006	37.6774	54.5005	-16	0.0446561	24.2126	132
DATA	1760624007	387033939	193682	0	"ANDA1-WR3_1"	2025-10-16	14:13:27	140.89548	1.5119915	39.6504	55.001	27.9862	39.7714	0.000538181	37.6767	54.5005	-17.5	0.0446561	24.2119	250
DATA	1760624008	387033939	193692	0	"ANDA1-WR3_1"	2025-10-16	14:13:28	140.73701	1.5654773	39.6516	55.001	27.9852	39.7714	0.000539822	37.6769	54.5005	-19.8	0.0446561	24.2122	249
DATA	1760624009	387033939	193702	0	"ANDA1-WR3_1"	2025-10-16	14:13:29	140.43671	1.5164875	39.6506	55.001	27.9857	39.7714	0.000538765	37.6776	54.5005	8.8	0.0446561	24.2119	163
DATA	1760624010	386924028	193712	0	"ANDA1-WR3_1"	2025-10-16	14:13:30	140.51492	3.193682	39.6504	55.001	27.9871	39.7714	0.000538384	37.6679	54.5005	-4.6	0.0446561	24.2118	123
DATA	1760624011	386924028	193722	0	"ANDA1-WR3_1"	2025-10-16	14:13:31	139.13429	18.426966	39.6509	55.001	27.9892	39.7714	0.000533941	37.5938	54.5005	61.7	0.0446561	24.2122	191
DATA	1760624012	386924028	193732	0	"ANDA1-WR3_1"	2025-10-16	14:13:32	153.38182	30.833212	39.6508	55.001	27.9932	39.7714	0.000531356	37.5039	54.5005	67.6	0.0446561	24.2121	161
DATA	1760624013	386811017	193742	0	"ANDA1-WR3_1"	2025-10-16	14:13:33	254.43346	22.671667	39.6504	55.001	27.9956	39.7714	0.000533709	37.5238	54.5005	-43.4	0.0446561	24.2122	217
DATA	1760624014	386811017	193752	0	"ANDA1-WR3_1"	2025-10-16	14:13:34	394.41327	12.722319	39.6503	55.001	27.9897	39.7714	0.00053827	37.5789	54.5005	-63.4	0.0446561	24.2129	185
DATA	1760624015	386811017	193762	0	"ANDA1-WR3_1"	2025-10-16	14:13:35	470.40878	7.7812619	39.6508	55.001	27.9861	39.7714	0.000541432	37.6165	54.5005	-46.1	0.0446561	24.2126	229
DATA	1760624016	386690139	193772	0	"ANDA1-WR3_1"	2025-10-16	14:13:36	477.00369	5.6116047	39.6514	55.001	27.9826	39.7714	0.000542709	37.6363	54.5005	12.7	0.0446561	24.2121	184
DATA	1760624017	386690139	193782	0	"ANDA1-WR3_1"	2025-10-16	14:13:37	451.93695	4.4441004	39.6506	55.001	27.9823	39.7714	0.000543894	37.6487	54.5005	-0.1	0.0446561	24.2118	189
DATA	1760624018	386690139	193792	0	"ANDA1-WR3_1"	2025-10-16	14:13:38	417.72791	3.6026585	39.6509	55.001	27.9831	39.7714	0.000543573	37.6529	54.5005	-34.5	0.0446561	24.2121	248
DATA	1760624019	386583089	193802	0	"ANDA1-WR3_1"	2025-10-16	14:13:39	384.0957	2.9616835	39.6516	55.001	27.9834	39.7714	0.000542462	37.6597	54.5005	14	0.0446561	24.2118	 64
DATA	1760624020	386583089	193812	0	"ANDA1-WR3_1"	2025-10-16	14:13:40	353.21411	2.565022	39.6506	55.001	27.9838	39.7714	0.000540165	37.6606	54.5005	-14.9	0.0446561	24.2121	149
DATA	1760624021	386583089	193822	0	"ANDA1-WR3_1"	2025-10-16	14:13:41	326.83945	2.3642192	39.6504	55.001	27.9861	39.7714	0.000539001	37.6585	54.5005	-44.9	0.0446561	24.2129	235
DATA	1760624022	386467933	193832	0	"ANDA1-WR3_1"	2025-10-16	14:13:42	303.54892	2.2006371	39.6516	55.001	27.9824	39.7714	0.000540308	37.6674	54.5005	16.3	0.0446561	24.2124	169
DATA	1760624023	386467933	193842	0	"ANDA1-WR3_1"	2025-10-16	14:13:43	283.94455	1.957284	39.6506	55.001	27.9841	39.7714	0.000538864	37.6688	54.5005	-6.4	0.0446561	24.2122	157
DATA	1760624024	386467933	193852	0	"ANDA1-WR3_1"	2025-10-16	14:13:44	266.69876	1.8407072	39.6508	55.001	27.9816	39.7714	0.00054041	37.6712	54.5005	5.8	0.0446561	24.2122	 93
DATA	1760624025	386350154	193862	0	"ANDA1-WR3_1"	2025-10-16	14:13:45	251.85858	1.775763	39.6504	55.001	27.9821	39.7714	0.000539208	37.672	54.5005	8.5	0.0446561	24.2119	 43
DATA	1760624026	386350154	193872	0	"ANDA1-WR3_1"	2025-10-16	14:13:46	239.41878	1.6848078	39.6513	55.001	27.9821	39.7714	0.000539729	37.6734	54.5005	-6.5	0.0446561	24.2119	204
DATA	1760624027	386350154	193882	0	"ANDA1-WR3_1"	2025-10-16	14:13:47	228.83652	1.6904995	39.6513	55.001	27.9813	39.7714	0.000540801	37.6759	54.5005	39.3	0.0446561	24.2111	192
DATA	1760624028	386239051	193892	0	"ANDA1-WR3_1"	2025-10-16	14:13:48	219.56688	1.6331038	39.6499	55.001	27.9833	39.7714	0.00053908	37.6739	54.5005	19.8	0.0446561	24.2124	167
DATA	1760624029	386239051	193902	0	"ANDA1-WR3_1"	2025-10-16	14:13:49	211.30087	1.6366684	39.6508	55.001	27.9816	39.7714	0.000538822	37.6747	54.5005	3.7	0.0446561	24.2121	136
DATA	1760624030	386239051	193912	0	"ANDA1-WR3_1"	2025-10-16	14:13:50	204.13914	1.688586	39.6511	55.001	27.9821	39.7714	0.000539234	37.675	54.5005	28.5	0.0446561	24.2119	 71
DATA	1760624031	386134147	193922	0	"ANDA1-WR3_1"	2025-10-16	14:13:51	197.84338	1.6069541	39.6508	55.001	27.9834	39.7714	0.00053885	37.6757	54.5005	-7.8	0.0446561	24.2126	146
DATA	1760624032	386134147	193932	0	"ANDA1-WR3_1"	2025-10-16	14:13:52	192.6172	1.6421961	39.6511	55.001	27.9836	39.7714	0.000539207	37.6753	54.5005	19.4	0.0446561	24.2122	119
DATA	1760624033	386134147	193942	0	"ANDA1-WR3_1"	2025-10-16	14:13:53	187.80663	1.5628152	39.6511	55.001	27.9857	39.7714	0.000538085	37.6728	54.5005	-25.2	0.0446561	24.2121	228
DATA	1760624034	386013984	193952	0	"ANDA1-WR3_1"	2025-10-16	14:13:54	183.59154	1.5396332	39.6511	55.001	27.9829	39.7714	0.000539342	37.6753	54.5005	10.3	0.0446561	24.2118	185
DATA	1760624035	386013984	193962	0	"ANDA1-WR3_1"	2025-10-16	14:13:55	179.7933	1.5937681	39.6506	55.001	27.9846	39.7714	0.000538969	37.6738	54.5005	14.9	0.0446561	24.2119	182
DATA	1760624036	386013984	193972	0	"ANDA1-WR3_1"	2025-10-16	14:13:56	176.41873	1.5744029	39.6509	55.001	27.9846	39.7714	0.000538853	37.675	54.5005	-11.5	0.0446561	24.2119	202
DATA	1760624037	385899066	193982	0	"ANDA1-WR3_1"	2025-10-16	14:13:57	173.37807	1.5827456	39.6504	55.001	27.9854	39.7714	0.000539256	37.6724	54.5005	-56.1	0.0446561	24.2121	  5
DATA	1760624038	385899066	193992	0	"ANDA1-WR3_1"	2025-10-16	14:13:58	170.39186	5.5130625	39.6511	55.001	27.9836	39.7714	0.000538749	37.6579	54.5005	14.9	0.0446561	24.2129	229
DATA	1760624039	385899066	194002	0	"ANDA1-WR3_1"	2025-10-16	14:13:59	169.30585	23.752146	39.6509	55.001	27.988	39.7714	0.000532827	37.5612	54.5005	46.1	0.0446561	24.2126	149
DATA	1760624040	385796070	194012	0	"ANDA1-WR3_1"	2025-10-16	14:14:00	238.2001	29.769245	39.6506	55.001	27.9925	39.7714	0.000531446	37.4975	54.5005	-0.6	0.0446561	24.2126	109
DATA	1760624041	385796070	194022	0	"ANDA1-WR3_1"	2025-10-16	14:14:01	429.91791	19.393866	39.6506	55.001	27.9892	39.7714	0.000538254	37.5368	54.5005	-48.1	0.0446561	24.2122	242
DATA	1760624042	385796070	194032	0	"ANDA1-WR3_1"	2025-10-16	14:14:02	574.34949	10.934595	39.6501	55.001	27.9839	39.7714	0.000543259	37.5925	54.5005	-56.3	0.0446561	24.2119	242
DATA	1760624043	385679006	194042	0	"ANDA1-WR3_1"	2025-10-16	14:14:03	600.40369	6.9580946	39.6516	55.001	27.9813	39.7714	0.000547198	37.6207	54.5005	2.1	0.0446561	24.2118	131
DATA	1760624044	385679006	194052	0	"ANDA1-WR3_1"	2025-10-16	14:14:04	565.11444	5.1085405	39.6503	55.001	27.9816	39.7714	0.000546631	37.6393	54.5005	-18.3	0.0446561	24.2115	212
DATA	1760624045	385679006	194062	0	"ANDA1-WR3_1"	2025-10-16	14:14:05	514.83099	4.000103	39.6501	55.001	27.979	39.7714	0.000545161	37.6501	54.5005	-0.8	0.0446561	24.2121	 40
